id	category	name	provided_by	knowledge_source
CHEMBL.COMPOUND:CHEMBL2108148	biolink:ChemicalEntity	THROMBOPLASTIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2108197	biolink:ChemicalEntity	DEXTRIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2108215	biolink:ChemicalEntity	AGAR	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2108311	biolink:ChemicalEntity	ASFOTASE ALFA	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2108359	biolink:ChemicalEntity	NIMOTUZUMAB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL2108506	biolink:ChemicalEntity	INTERFERON ALFA	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2108692	biolink:ChemicalEntity	BILE SALTS	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2108738	biolink:ChemicalEntity	NIVOLUMAB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL2108862	biolink:ChemicalEntity	SOMATORELIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2109388	biolink:ChemicalEntity	FUTUXIMAB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL2109389	biolink:ChemicalEntity	IMGATUZUMAB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL2109390	biolink:ChemicalEntity	MAB-425	EGFR_direct_ara-bte.json	
CHEMBL.COMPOUND:CHEMBL2109391	biolink:ChemicalEntity	MDX-447	EGFR_direct_ara-bte.json	
CHEMBL.COMPOUND:CHEMBL2109393	biolink:ChemicalEntity	RG-7160	EGFR_direct_ara-bte.json	
CHEMBL.COMPOUND:CHEMBL2109588	biolink:ChemicalEntity	CA2	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2111086	biolink:ChemicalEntity	CANFOSFAMIDE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2139591	biolink:ChemicalEntity	SID137276029	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL2146121	biolink:ChemicalEntity	CALCIUM	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL2146126	biolink:ChemicalEntity	LITHIUM	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL215152	biolink:ChemicalEntity	AZD-1152-HQPA	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2165710	biolink:ChemicalEntity	STRYCHNINE HYDROCHLORIDE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL217092	biolink:ChemicalEntity	SARACATINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL219557	biolink:ChemicalEntity	4-[(2,4-dichloro-5-methoxyphenyl)amino]-6-methoxy-7-{5-[(4-methylpiperazin-1-yl)methyl]-3-furyl}-3-quinolinecarbonitrile	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL221542	biolink:ChemicalEntity	BETA-SITOSTEROL	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL2227836	biolink:ChemicalEntity	PHOSPHINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL226335	biolink:ChemicalEntity	RUTIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2289232	biolink:ChemicalEntity	PYOCYANIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL23194	biolink:ChemicalEntity	SPERMINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL235363	biolink:ChemicalEntity	SUBSTANCE P	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2355158	biolink:ChemicalEntity	SID144206229	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL236036	biolink:ChemicalEntity	PHYTOSPHINGOSINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2367706	biolink:ChemicalEntity	SUCRALFATE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL2369717	biolink:ChemicalEntity	Peptide	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL2408045	biolink:ChemicalEntity	SAPITINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL2447908	biolink:ChemicalEntity	APLIDIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL24828	biolink:ChemicalEntity	VANDETANIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL25	biolink:ChemicalEntity	ASPIRIN	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL258940	biolink:ChemicalEntity	FALNIDAMOL	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL259084	biolink:ChemicalEntity	MLN-8054	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL261919	biolink:ChemicalEntity	PARATHION	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL269732	biolink:ChemicalEntity	TACROLIMUS	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL273453	biolink:ChemicalEntity	ALDOSTERONE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL278041	biolink:ChemicalEntity	SB-202190	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL28	biolink:ChemicalEntity	APIGENIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL281202	biolink:ChemicalEntity	CARVACROL	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL285063	biolink:ChemicalEntity	N-[4-(3-Bromo-phenylamino)-quinazolin-6-yl]-acrylamide	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL286939	biolink:ChemicalEntity	(S)-2-Amino-3-(4-phosphonooxy-phenyl)-propionic acid	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL288114	biolink:ChemicalEntity	GALLIC ACID	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL288441	biolink:ChemicalEntity	BOSUTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL289228	biolink:ChemicalEntity	TIPIFARNIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL29197	biolink:ChemicalEntity	(3-Bromo-phenyl)-(6,7-dimethoxy-quinazolin-4-yl)-amine	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL295124	biolink:ChemicalEntity	BERBERINE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL295316	biolink:ChemicalEntity	PLUMBAGIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL297453	biolink:ChemicalEntity	EPIGALOCATECHIN GALLATE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL297812	biolink:ChemicalEntity	YONDELIS	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL298246	biolink:ChemicalEntity	4,10-Dioxa-tricyclo[5.2.1.0*2,6*]decane-3,5-dione	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL301359	biolink:ChemicalEntity	QUINAZOLINE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL302449	biolink:ChemicalEntity	GO-6976	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3039057	biolink:ChemicalEntity	CHOLESTEROL	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3039525	biolink:ChemicalEntity	GOLVATINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3040216	biolink:ChemicalEntity	Suramin	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL304858	biolink:ChemicalEntity	{4-[6-(Allyl-methyl-amino)-hexyloxy]-2-fluoro-phenyl}-(4-bromo-phenyl)-methanone	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL306764	biolink:ChemicalEntity	(2-Methyl-1-propyl-1H-indol-3-yl)-naphthalen-1-yl-methanone (JWH-015)	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL306823	biolink:ChemicalEntity	SODIUM DICHLOROACETATE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL310604	biolink:ChemicalEntity	HOMOCYSTEINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3137318	biolink:ChemicalEntity	TALAZOPARIB TOSYLATE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3137343	biolink:ChemicalEntity	PEMBROLIZUMAB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3137345	biolink:ChemicalEntity	DULIGOTUZUMAB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3138310	biolink:ChemicalEntity	(5S,17S)-17-Hydroxy-10,13-dimethyl-hexadecahydro-cyclopenta[a]phenanthren-3-one	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3144027	biolink:ChemicalEntity	5-((2S,4R,5R)-3,4-Dihydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-1H-pyrimidine-2,4-dione	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL316966	biolink:ChemicalEntity	CYCLIC ADENOSINE MONOPHOSPHATE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3181798	biolink:ChemicalEntity	SID144210181	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3183293	biolink:ChemicalEntity	SID170466024	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3184081	biolink:ChemicalEntity	SID26755234	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3185360	biolink:ChemicalEntity	SID124894591	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3186192	biolink:ChemicalEntity	SID174007228	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL318743	biolink:ChemicalEntity	TETRAHYDROCURCUMIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3188267	biolink:ChemicalEntity	CAPMATINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL31965	biolink:ChemicalEntity	CANERTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL320876	biolink:ChemicalEntity	SID144204181	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL329673	biolink:ChemicalEntity	7,12-Dimethyl-benzo[a]anthracene	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3301587	biolink:ChemicalEntity	DURVALUMAB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3301612	biolink:ChemicalEntity	ENCORAFENIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3315349	biolink:ChemicalEntity	Neuromedin U	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3322001	biolink:ChemicalEntity	LEP	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3334567	biolink:ChemicalEntity	SAVOLITINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3343406	biolink:ChemicalEntity	Bodipy	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3343985	biolink:ChemicalEntity	Trilinolein	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL352705	biolink:ChemicalEntity	Prodrug of Taxol	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL35292	biolink:ChemicalEntity	Hexadecanoic acid ((E)-(1S,2R)-2-hydroxy-1-hydroxymethyl-heptadec-3-enyl)-amide	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3544956	biolink:ChemicalEntity	PYROTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3544983	biolink:ChemicalEntity	TESEVATINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545002	biolink:ChemicalEntity	MP-412	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545063	biolink:ChemicalEntity	OSIMERTINIB MESYLATE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545088	biolink:ChemicalEntity	PUQUITINIB	EGFR_direct_ara-bte.json	
CHEMBL.COMPOUND:CHEMBL3545121	biolink:ChemicalEntity	EPITINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545133	biolink:ChemicalEntity	JNJ-26483327	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545137	biolink:ChemicalEntity	PF-00477736	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545154	biolink:ChemicalEntity	POZIOTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545180	biolink:ChemicalEntity	THELIATINIB	EGFR_direct_ara-bte.json	
CHEMBL.COMPOUND:CHEMBL3545200	biolink:ChemicalEntity	S-222611	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545235	biolink:ChemicalEntity	SIMOTINIB	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3545244	biolink:ChemicalEntity	ALLITINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545308	biolink:ChemicalEntity	ROCILETINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545311	biolink:ChemicalEntity	BRIGATINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545371	biolink:ChemicalEntity	DENINTUZUMAB MAFODOTIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3545376	biolink:ChemicalEntity	ERDAFITINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3545396	biolink:ChemicalEntity	BMS-690514	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL35482	biolink:ChemicalEntity	2-(2-Amino-3-methoxy-phenyl)-chromen-4-one	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3559671	biolink:ChemicalEntity	POLYVINYL ALCOHOL	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3621381	biolink:ChemicalEntity	hepcidin	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3623290	biolink:ChemicalEntity	AZD-3759	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL363648	biolink:ChemicalEntity	TAK-715	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL364347	biolink:ChemicalEntity	(2R,3S,4S,6R)-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.1^{2,6}.0^{7,28}.0^{8,13}.0^{15,19}.0^{20,27}.0^{21,26}]nonacosa-8(13),9,11,14(28),15(19),20(27),21(26),22,24-nonaen-16-one	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL364797	biolink:ChemicalEntity	Hexadecanoic acid (R)-2-hydroxy-3-phosphonooxy-propyl ester	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3663929	biolink:ChemicalEntity	NAQUOTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3707227	biolink:ChemicalEntity	ATEZOLIZUMAB	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3707277	biolink:ChemicalEntity	DEPATUXIZUMAB MAFODOTIN	EGFR_direct_ara-bte.json	
CHEMBL.COMPOUND:CHEMBL3707294	biolink:ChemicalEntity	DEPATUXIZUMAB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3707348	biolink:ChemicalEntity	ACALABRUTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL372764	biolink:ChemicalEntity	PERIFOSINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3775234	biolink:ChemicalEntity	Endothelin-1	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3786343	biolink:ChemicalEntity	OLMUTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3787344	biolink:ChemicalEntity	NAZARTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3833373	biolink:ChemicalEntity	AVELUMAB	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3932056	biolink:ChemicalEntity	Dihydroartemisinin	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3936761	biolink:ChemicalEntity	ZANUBRUTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL395336	biolink:ChemicalEntity	2-Oxo-6-purin-9-yl-tetrahydro-2lambda*5*-furo[3,2-d][1,3,2]dioxaphosphinine-2,7-diol	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3963485	biolink:ChemicalEntity	ROGARATINIB	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL39677	biolink:ChemicalEntity	ACRIDINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL398412	biolink:ChemicalEntity	20(S)-ginsenoside Rg3	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3989868	biolink:ChemicalEntity	TUCATINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL3989914	biolink:ChemicalEntity	GLESATINIB	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL3989970	biolink:ChemicalEntity	MAVELERTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL40275	biolink:ChemicalEntity	ALOE-EMODIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL403664	biolink:ChemicalEntity	BLEOMYCIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL406393	biolink:ChemicalEntity	DEOXYCHOLIC ACID	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL4069578	biolink:ChemicalEntity	Isocostunolide	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4075568	biolink:ChemicalEntity	Porfimer	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL408	biolink:ChemicalEntity	TROGLITAZONE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL408403	biolink:ChemicalEntity	ANGIOTENSIN II	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL409	biolink:ChemicalEntity	BICALUTAMIDE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL4103762	biolink:ChemicalEntity	Kahalalide F	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL410683	biolink:ChemicalEntity	GUGGULSTERONE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL413	biolink:ChemicalEntity	SIROLIMUS	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL413196	biolink:ChemicalEntity	GRP	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4209157	biolink:ChemicalEntity	LIFIRAFENIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL422872	biolink:ChemicalEntity	AZD-4769	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL423192	biolink:ChemicalEntity	ANISOMYCIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL428690	biolink:ChemicalEntity	ALVOCIDIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL4297258	biolink:ChemicalEntity	ALFLUTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL4297637	biolink:ChemicalEntity	ZURETINOL ACETATE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL4297661	biolink:ChemicalEntity	TARLOXOTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL4297718	biolink:ChemicalEntity	CD40 LIGAND	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4297774	biolink:ChemicalEntity	JNJ-61186372	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL4297865	biolink:ChemicalEntity	ABIVERTINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL4297866	biolink:ChemicalEntity	ABIVERTINIB MALEATE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4298018	biolink:ChemicalEntity	LY-3164530	EGFR_direct_ara-bte.json	
CHEMBL.COMPOUND:CHEMBL4298076	biolink:ChemicalEntity	BEVIFIMOD	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4298088	biolink:ChemicalEntity	CETUXIMAB SAROTALOCAN	EGFR_direct_ara-bte.json	
CHEMBL.COMPOUND:CHEMBL4303142	biolink:ChemicalEntity	Tolvaptan	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL4303372	biolink:ChemicalEntity	PHENYLACETYLGLUTAMINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL4303630	biolink:ChemicalEntity	GELDANAMYCIN	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL437027	biolink:ChemicalEntity	BOMBESIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL437472	biolink:ChemicalEntity	ENDOTHELIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL440084	biolink:ChemicalEntity	SB-431542	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL444814	biolink:ChemicalEntity	L-CITRULLINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL446036	biolink:ChemicalEntity	MALONALDEHYDE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL449214	biolink:ChemicalEntity	GRACILIN A	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL450613	biolink:ChemicalEntity	ZERANOL	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL450786	biolink:ChemicalEntity	PHA-665752	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL454570	biolink:ChemicalEntity	ORIDONIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL457530	biolink:ChemicalEntity	N omega,N omega-dimethyl-L-arginine	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL458337	biolink:ChemicalEntity	OXYMATRINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL460657	biolink:ChemicalEntity	ELAIDIC ACID	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL46286	biolink:ChemicalEntity	OMACETAXINE MEPESUCCINATE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL463763	biolink:ChemicalEntity	TRIPTOLIDE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL464006	biolink:ChemicalEntity	MORUSIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL470867	biolink:ChemicalEntity	TASPINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL472212	biolink:ChemicalEntity	N-methyl-N-(2-((2-(2-oxoindolin-5-ylamino)-5-(trifluoromethyl)pyrimidin-4-ylamino)methyl)phenyl)methanesulfonamide	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL481	biolink:ChemicalEntity	IRINOTECAN	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL482967	biolink:ChemicalEntity	CYC-116	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL483158	biolink:ChemicalEntity	ALISERTIB	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL483254	biolink:ChemicalEntity	PANOBINOSTAT	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL483849	biolink:ChemicalEntity	Phosphoric acid mono-[5-(5-amino-4-carbamoyl-imidazol-1-yl)-3,4-dihydroxy-tetrahydro-furan-2-ylmethyl] ester	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL49120	biolink:ChemicalEntity	PD-0166285	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL494826	biolink:SmallMolecule	METHYLCURCUMIN	EGFR_direct_ara-bte.json	
CHEMBL.COMPOUND:CHEMBL50	biolink:ChemicalEntity	QUERCETIN	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL503	biolink:ChemicalEntity	LOVASTATIN	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL506427	biolink:ChemicalEntity	GRANDININ	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL507001	biolink:ChemicalEntity	DIOSCIN	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL509032	biolink:ChemicalEntity	TAE-684	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL514499	biolink:ChemicalEntity	GW843682X	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL51483	biolink:ChemicalEntity	GOSSYPOL	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL522892	biolink:ChemicalEntity	DOVITINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL538	biolink:ChemicalEntity	ANILINE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL538943	biolink:ChemicalEntity	VINORELBINE TARTRATE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL538973	biolink:ChemicalEntity	CLOZAPINE CHLORIDE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL545315	biolink:ChemicalEntity	CANERTINIB DIHYDROCHLORIDE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL547	biolink:ChemicalEntity	ISOTRETINOIN	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL548	biolink:ChemicalEntity	DINOPROSTONE	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL554	biolink:ChemicalEntity	LAPATINIB	EGFR_direct_ara-arax.json	
CHEMBL.COMPOUND:CHEMBL555017	biolink:ChemicalEntity	GAMBOGIC ACID	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL55934	biolink:ChemicalEntity	NAPHTHOQUINONE	EGFR_direct_ara-explanatory.json	
CHEMBL.COMPOUND:CHEMBL56175	biolink:ChemicalEntity	NICKEL (II) ION	EGFR_direct_ara-explanatory.json	
